Accession,UniP entry,Gene,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fold change ( CL/LB),log2FC (Cl/LB),Highest mean condition,Lowest mean condition,Mass,Description,Treatment,CL1,CL2,CL3,CL4,CL5,LB1,LB2,LB3,LB4
tr|Q9HX98|Q9HX98_PSEAE,Q9HX98,moaB1,1,1,13.08,0.168854768,0.041495664,2.931018177,0.267075196,2.931018177,1.6,CL,LB,19999,Molybdenum cofactor biosynthesis protein B OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=moaB1 PE=3 SV=1,Q9HX98,40844.64419,104342.8953,499338.8343,79384.88633,145883.7656,36300.79936,92337.68218,74755.25468,34010.46208
tr|Q9HW61|Q9HW61_PSEAE,Q9HW61,PA4340,1,1,17.12,0.009368975,0.003613003,2.903461259,0.862892185,2.903461259,1.5,CL,LB,21032,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4340 PE=3 SV=1,Q9HW61,182117.5666,255226.807,115841.3012,325789.6446,221225.4292,46678.30767,64916.47137,40883.61038,150663.4542
tr|Q9I654|Q9I654_PSEAE,Q9I654,creC,1,1,15.06,4.43413E-07,4.34251E-06,2.862015465,1,2.862015465,1.5,CL,LB,52328,Two-component sensor CreC OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=creC PE=4 SV=1,Q9I654,419286.1468,517560.311,443728.627,515703.0286,476710.5135,154870.7013,158225.0872,186075.3855,164134.4317
tr|Q9HXV0|Q9HXV0_PSEAE,Q9HXV0,PA3690,9,9,1033.93,2.47884E-07,3.19553E-06,4.57,1,4.57,2.2,CL,LB,79079,Probable metal-transporting P-type ATPase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3690 PE=3 SV=1,Q9HXV0,7124467.72,7506041.062,5782877.613,6711297.352,7279166.412,1288439.353,1381791.063,1661972.488,1685639.648
tr|Q9HWJ1|Q9HWJ1_PSEAE,Q9HWJ1,pqsL,1,1,99.27,0.004162441,0.001872446,2.774856338,0.947348739,2.774856338,1.5,CL,LB,44176,Probable FAD-dependent monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pqsL PE=1 SV=1,Q9HWJ1,103879.562,234008.4596,150657.8679,226396.6296,325381.4571,73946.39877,66974.89961,83689.88682,75317.56047
tr|Q9HYD9|Q9HYD9_PSEAE,Q9HYD9,PA3467,1,1,29.74,0.00310105,0.00148848,2.764407146,0.965602706,2.764407146,1.5,CL,LB,49610,Probable major facilitator superfamily (MFS) transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3467 PE=4 SV=1,Q9HYD9,86575.08948,87119.69268,102096.2102,155236.5129,139708.9359,20937.72518,38150.30921,59265.51002,46813.57059
tr|Q9I758|Q9I758_PSEAE,Q9I758,ppkA,1,1,53.49,0.000167346,0.000159969,2.757218074,0.999984552,2.757218074,1.5,CL,LB,110064,Serine/threonine protein kinase PpkA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ppkA PE=4 SV=1,Q9I758,31922.39022,38609.85218,22950.1087,29023.04547,29059.2129,10198.23638,14856.20804,10471.51398,8450.13792
tr|Q9I4G4|Q9I4G4_PSEAE,Q9I4G4,napB,2,2,78.61,0.000421772,0.000318285,4.47,0.999583021,4.47,2.2,CL,LB,18135,"Periplasmic nitrate reductase, electron transfer subunit OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=napB PE=3 SV=1",Q9I4G4,141128.3928,140683.2533,390401.3008,177495.7419,251951.2739,55221.91465,53547.04246,45308.85174,43223.13192
tr|Q9HXQ4|Q9HXQ4_PSEAE,Q9HXQ4,PA3740,1,1,18.86,0.043919128,0.013272549,2.718326852,0.565646237,2.718326852,1.4,CL,LB,24739,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3740 PE=4 SV=1,Q9HXQ4,36799.90136,41960.02443,35104.49007,66752.58575,34842.26891,20727.03233,18968.89357,21684.38891,2029.063737
tr|Q9I316|Q9I316_PSEAE,Q9I316,pscH,1,1,23.05,0.012475948,0.004613981,2.670302765,0.819972248,2.670302765,1.4,CL,LB,15457,Type III export protein PscH OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pscH PE=4 SV=1,Q9I316,157820.5076,135211.5884,82255.15973,206808.155,261650.2059,34946.05948,65886.55624,53470.7954,98475.60034
tr|Q9HTZ4|Q9HTZ4_PSEAE,Q9HTZ4,PA5195,1,1,28.29,0.000241898,0.000209486,2.646709082,0.999935187,2.646709082,1.4,CL,LB,14867,Heat shock protein 15 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5195 PE=3 SV=1,Q9HTZ4,1101872.765,1278299.903,1276466.127,1785675.748,1358999.275,449225.8596,495669.3222,394594.2167,716290.3964
sp|P14756|ELAS_PSEAE,P14756,lasB,19,19,2047.15,4.38908E-07,4.34251E-06,4.41,1,4.41,2.1,CL,LB,53882,Elastase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=lasB PE=1 SV=1,P14756,37792258.26,36926612.78,27591882.51,34287018.13,33581109.1,7462338.987,7801019.592,6649544.767,8985252.426
tr|Q9I5H4|Q9I5H4_PSEAE,Q9I5H4,opdH,3,3,331.57,1.18264E-06,6.93869E-06,4.08,1,4.08,2.0,CL,LB,46947,Cis-aconitate porin OpdH OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=opdH PE=1 SV=1,Q9I5H4,1201411.94,1182404.24,1324354.786,942619.3168,1169294.866,241363.2609,257220.5143,326574.3789,317185.9216
sp|Q9HYB8|ETCC_PSEAE,Q9HYB8,PA3491,1,1,45.74,0.186449388,0.045252611,2.546959659,0.247818771,2.546959659,1.3,CL,LB,83335,Electron transport complex subunit C OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3491 PE=3 SV=1,Q9HYB8,15518.45702,17814.93653,6451.135271,17705.94034,11357.38578,3656.374453,12266.7158,0,5702.020201
sp|Q9HUB8|UBIB_PSEAE,Q9HUB8,ubiB,4,3,193.22,6.70111E-05,8.39844E-05,3.97,0.999999808,3.97,2.0,CL,LB,61854,Probable protein kinase UbiB OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ubiB PE=3 SV=1,Q9HUB8,726173.4375,820045.4566,1094963.048,1226843.259,613693.2797,227774.4047,218467.9618,184557.7812,272427.834
sp|Q9HY63|ARNA_PSEAE,Q9HY63,arnA,18,18,1514.62,3.3364E-06,1.36851E-05,3.84,1,3.84,1.9,CL,LB,74999,Bifunctional polymyxin resistance protein ArnA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=arnA PE=3 SV=1,Q9HY63,7335696.161,7169091.943,7527869.995,6215671.626,7344490.038,2012149.853,2024504.328,2065590.403,1318572.864
tr|Q9I6J6|Q9I6J6_PSEAE,Q9I6J6,PA0295,7,7,425.37,3.05741E-05,5.33707E-05,3.79,0.999999998,3.79,1.9,CL,LB,39071,Probable periplasmic polyamine binding protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0295 PE=4 SV=1,Q9I6J6,32907830.13,42074604.47,34418238.78,48667262.33,40782808.55,8516287.966,10655593.9,8129135.997,14626760.22
tr|Q9HUA9|Q9HUA9_PSEAE,Q9HUA9,PA5074,1,1,21.86,0.237742482,0.05543549,2.438844533,0.203279502,2.438844533,1.3,CL,LB,27286,Probable ATP-binding component of ABC transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5074 PE=4 SV=1,Q9HUA9,46576.63025,36042.8879,26643.68234,4426.347376,45598.40318,8959.970892,15229.64457,10747.67383,17313.01167
sp|Q9HUW5|DSBD1_PSEAE,Q9HUW5,dsbD1,2,2,69.95,0.000111247,0.000120152,3.74,0.99999745,3.74,1.9,CL,LB,63266,Thiol:disulfide interchange protein DsbD 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=dsbD1 PE=3 SV=1,Q9HUW5,224925.7908,365280.3032,205271.7123,417945.933,299346.1179,89106.3762,67077.72144,77427.98869,90219.85534
sp|Q9HZM9|RLUC_PSEAE,Q9HZM9,rluC,1,1,22.64,0.001455537,0.000824607,2.395057299,0.990866064,2.395057299,1.3,CL,LB,35619,Ribosomal large subunit pseudouridine synthase C OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rluC PE=3 SV=1,Q9HZM9,23822.16812,36145.41236,20854.82183,40991.09845,23044.15534,12865.44536,14054.24906,9792.409435,11673.42952
tr|Q9HX16|Q9HX16_PSEAE,Q9HX16,PA4011,3,3,327.18,5.03003E-07,4.53902E-06,3.60,1,3.60,1.8,CL,LB,47242,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4011 PE=4 SV=1,Q9HX16,418351.7935,496165.6365,481743.0313,484330.4096,527964.9751,155143.3033,142484.7532,116201.1489,121115.3106
tr|Q9I4Q6|Q9I4Q6_PSEAE,Q9I4Q6,PA1068,1,1,21.63,0.034865675,0.010880614,2.38493637,0.617899934,2.38493637,1.3,CL,LB,70991,Probable heat shock protein (Hsp90 family) OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1068 PE=4 SV=1,Q9I4Q6,40953.53228,35491.99501,30142.57373,14859.7244,33085.43933,8942.36795,20544.58479,18156.24444,4193.243126
tr|Q9HZ28|Q9HZ28_PSEAE,Q9HZ28,PA3212,1,1,153.35,0.000109997,0.000120152,2.381188332,0.999997583,2.381188332,1.3,CL,LB,28554,Probable ATP-binding component of ABC transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3212 PE=4 SV=1,Q9HZ28,169321.1986,278862.5278,230636.7001,257521.5554,226872.5356,84198.89427,108994.7355,90978.98213,106628.7377
tr|Q9I060|Q9I060_PSEAE,Q9I060,PA2783,1,1,31,0.022269157,0.007494048,2.379294734,0.71380129,2.379294734,1.3,CL,LB,65319,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2783 PE=4 SV=1,Q9I060,62810.0288,36625.28984,59389.28796,124720.584,46414.6505,21170.80468,26449.94832,19353.65104,43969.34291
sp|Q9HV34|SPEE2_PSEAE,Q9HV34,speE2,11,11,856.28,1.11398E-07,2.1853E-06,3.34,1,3.34,1.7,CL,LB,39693,Polyamine aminopropyltransferase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=speE2 PE=3 SV=1,Q9HV34,24535417.75,24324244.64,19882435.06,24304046.99,23814923.33,6968529.257,7575133.368,7081469.898,6341876.77
tr|Q9I1L3|Q9I1L3_PSEAE,Q9I1L3,PA2260,2,2,77.17,0.005305187,0.002266725,3.23,0.927667466,3.23,1.7,CL,LB,29133,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2260 PE=1 SV=1,Q9I1L3,3201606.811,7330415.81,12776222.12,6965722.296,8814040.83,2254252.394,2720143.282,1761412.498,2946768.359
tr|Q9HVB1|Q9HVB1_PSEAE,Q9HVB1,PA4684,2,1,32.52,0.034870618,0.010880614,2.347632784,0.617868291,2.347632784,1.2,CL,LB,49449,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4684 PE=4 SV=1,Q9HVB1,22104.05569,20166.50693,8841.760371,27588.76105,19006.64528,10582.10033,10711.56137,8985.027367,3017.056335
tr|Q9I4U5|Q9I4U5_PSEAE,Q9I4U5,PA1029,1,1,153.35,0.000102692,0.000114405,2.300894885,0.999998259,2.300894885,1.2,CL,LB,10588,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1029 PE=4 SV=1,Q9I4U5,91483.1152,113784.9831,98837.77534,104237.3235,124071.4743,43642.54019,51559.28181,54952.88813,34960.97679
sp|Q9HX17|3MGH_PSEAE,Q9HX17,PA4010,2,2,109.35,7.54752E-06,2.27026E-05,3.14,1,3.14,1.7,CL,LB,27104,Putative 3-methyladenine DNA glycosylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4010 PE=3 SV=1,Q9HX17,920111.4987,1320500.38,860756.5,1036268.033,1142153.388,386091.7959,333717.5613,308978.2235,314710.9532
tr|Q9I4E2|Q9I4E2_PSEAE,Q9I4E2,PA1196,2,1,28.94,0.008590007,0.003361447,2.247439899,0.874540377,2.247439899,1.2,CL,LB,50582,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1196 PE=4 SV=1,Q9I4E2,14419.6423,11689.7808,12809.07936,24127.00277,21604.14137,7005.84238,7937.628552,4567.870078,10620.59592
sp|Q04633|APT_PSEAE,Q04633,apt,1,1,22.58,0.000497082,0.000360091,2.225742932,0.999320987,2.225742932,1.2,CL,LB,19849,Adenine phosphoribosyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=apt PE=3 SV=1,Q04633,45672.21293,55066.87782,36639.15072,37135.15207,52358.9416,23774.76146,24098.29618,16241.64859,17430.14133
tr|Q9I6H0|Q9I6H0_PSEAE,Q9I6H0,PA0321,1,1,18.53,0.022404275,0.007526914,2.216582621,0.712574135,2.216582621,1.1,CL,LB,38031,Probable acetylpolyamine aminohydrolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0321 PE=4 SV=1,Q9I6H0,26456.69722,27688.51357,36157.12799,79486.33739,29010.02234,18838.72966,15950.03084,15213.88784,21746.97078
tr|Q9HTZ0|Q9HTZ0_PSEAE,Q9HTZ0,amgS,1,1,93.22,0.000919743,0.000570813,2.216307897,0.996622442,2.216307897,1.1,CL,LB,48858,AmgS OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=amgS PE=4 SV=1,Q9HTZ0,90750.13089,104496.2404,73486.24622,134981.1868,110412.2486,46965.05232,42720.56215,36856.84649,59036.82736
tr|Q9I755|Q9I755_PSEAE,Q9I755,icmF1,5,5,314.42,1.01739E-05,2.73238E-05,2.99,1,2.99,1.6,CL,LB,121556,IcmF1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=icmF1 PE=4 SV=1,Q9I755,422060.7839,469340.1218,439697.3337,310150.0904,470291.6522,133604.0966,135847.9717,162706.598,133658.3493
tr|Q9I046|Q9I046_PSEAE,Q9I046,PA2797,2,2,210.49,3.00937E-07,3.66975E-06,1.968447801,1,0.508014487,-1.0,LB,CL,17870,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2797 PE=4 SV=1,Q9I046,658974.225,573014.0613,625240.5059,586423.7225,610826.8215,1165334.726,1166519.558,1298619.389,1179592.832
sp|Q9I636|MASZ_PSEAE,Q9I636,glcB,26,26,2693.78,3.12312E-07,3.70823E-06,1.650793135,1,0.60576942,-0.7,LB,CL,78782,Malate synthase G OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=glcB PE=3 SV=1,Q9I636,25376504.24,24222514.56,24052762.74,26274516.1,24322641.7,42045227.53,42462100.11,40969889.83,38610219.46
tr|Q9I3X1|Q9I3X1_PSEAE,Q9I3X1,fabF2,1,1,64.84,0.001509808,0.000845179,2.176372626,0.990177264,2.176372626,1.1,CL,LB,43686,3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=fabF2 PE=3 SV=1,Q9I3X1,84938.98467,98041.52432,75007.39668,126977.358,95622.40882,31474.11806,49696.22265,37279.6741,58206.37822
tr|Q9HZ12|Q9HZ12_PSEAE,Q9HZ12,PA3228,1,1,84.04,0.000264747,0.000223751,2.174094689,0.999910222,2.174094689,1.1,CL,LB,67751,Probable ATP-binding/permease fusion ABC transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3228 PE=4 SV=1,Q9HZ12,48390.03697,81170.28809,71722.99633,67113.5923,68320.67139,34238.7519,29589.2047,25845.87687,34227.88499
sp|O68281|HEXR_PSEAE,O68281,hexR,1,1,57.01,0.174257706,0.042637638,2.167017174,0.260892107,2.167017174,1.1,CL,LB,31264,HTH-type transcriptional regulator HexR OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=hexR PE=3 SV=2,O68281,52738.54438,51233.7905,7987.860381,29297.05503,42301.80074,11834.70303,15013.10064,11629.15621,29287.72727
sp|Q51390|GLPK2_PSEAE,Q51390,glpK2,10,10,771.93,2.98496E-06,1.26796E-05,2.86,1,2.86,1.5,CL,LB,56330,Glycerol kinase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=glpK2 PE=3 SV=2,Q51390,4932474.713,5028102.964,4052408.06,5723273.801,4968341.363,1958153.381,1691507.949,1514574.214,1755409.852
tr|Q9HUP5|Q9HUP5_PSEAE,Q9HUP5,PA4918,1,1,23.92,0.045939164,0.013781526,2.152216495,0.555334757,2.152216495,1.1,CL,LB,24205,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4918 PE=4 SV=1,Q9HUP5,16851.76284,34826.16267,22823.86323,13742.92024,28756.05586,22709.49011,8339.611709,8732.597622,3708.633466
tr|Q9I753|Q9I753_PSEAE,Q9I753,PA0079,6,6,323.9,8.78545E-08,1.98197E-06,2.74,1,2.74,1.5,CL,LB,48359,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0079 PE=4 SV=1,Q9I753,552740.191,631560.286,608245.0545,627750.036,602444.9855,235409.1764,207260.0315,237246.4685,203419.9371
tr|Q9I459|Q9I459_PSEAE,Q9I459,PA1285,1,1,15.8,0.002736257,0.001360061,2.114203217,0.971706358,2.114203217,1.1,CL,LB,16708,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1285 PE=4 SV=1,Q9I459,175216.4917,232778.3145,169760.0801,315175.9044,285946.6413,93076.14097,121961.2432,97212.44297,133829.3094
tr|Q9I3R4|Q9I3R4_PSEAE,Q9I3R4,PA1433,1,1,22.1,0.00064021,0.000428573,2.106027665,0.99863209,2.106027665,1.1,CL,LB,72387,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1433 PE=4 SV=1,Q9I3R4,15767.80365,21828.84196,17278.86845,27940.08525,21340.57746,10231.35173,10042.24019,8286.324733,11005.06286
tr|Q9HZ43|Q9HZ43_PSEAE,Q9HZ43,PA3197,1,1,131.66,0.000128499,0.000133283,2.08215816,0.999995051,2.08215816,1.1,CL,LB,36940,Segregation and condensation protein B OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3197 PE=3 SV=1,Q9HZ43,36668.95248,38940.301,29776.81032,41185.35419,41497.39943,15620.5227,21391.19623,15814.90315,19432.56402
tr|Q9HT87|Q9HT87_PSEAE,Q9HT87,PA5484,2,2,206.76,1.97308E-05,4.13332E-05,2.59,1,2.59,1.4,CL,LB,66073,Probable two-component sensor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5484 PE=1 SV=1,Q9HT87,592651.3129,528727.096,565889.5407,633511.0414,602261.4336,175957.1231,238042.6105,207573.246,282921.8441
tr|Q9I367|Q9I367_PSEAE,Q9I367,PA1658,2,2,98.48,0.00812368,0.003195593,2.50,0.881692077,2.50,1.3,CL,LB,55640,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1658 PE=4 SV=1,Q9I367,122714.4624,186728.1273,160045.0553,376245.6206,152162.1558,89884.23157,85628.70005,60450.10598,83846.10506
sp|Q9HVG4|RSMC_PSEAE,Q9HVG4,rsmC,1,1,24.08,0.001537627,0.000856502,1.995319066,0.98981809,1.995319066,1.0,CL,LB,36086,Ribosomal RNA small subunit methyltransferase C OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rsmC PE=3 SV=1,Q9HVG4,99211.33257,164361.93,84683.91095,106134.3816,118293.3834,51473.45661,59883.19338,53855.08416,64399.63911
sp|Q9HVQ7|PIUC_PSEAE,Q9HVQ7,piuC,2,2,69.44,5.59123E-05,7.65859E-05,2.46,0.999999931,2.46,1.3,CL,LB,25657,PKHD-type hydroxylase PiuC OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=piuC PE=3 SV=1,Q9HVQ7,155856.9267,227634.89,190121.052,216850.1096,154076.7369,88488.21351,76936.40766,69004.52738,72910.69076
tr|Q9HTV9|Q9HTV9_PSEAE,Q9HTV9,PA5231,1,1,36.45,0.00021934,0.000195969,1.963731254,0.999954981,1.963731254,1.0,CL,LB,100261,Probable ATP-binding/permease fusion ABC transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5231 PE=4 SV=1,Q9HTV9,20907.20933,24675.34035,27692.0734,20362.52018,28354.39191,13940.69357,13537.84757,11611.41541,10607.89695
tr|Q9I4W2|Q9I4W2_PSEAE,Q9I4W2,PA1011,13,13,1775.07,4.16449E-07,4.27043E-06,1.868415653,1,0.535212814,-0.9,LB,CL,43087,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1011 PE=4 SV=1,Q9I4W2,15695723.62,15060712.45,13367117.51,14470513.57,14466987.01,27437363.11,28123859.51,27902542.32,25742968.83
tr|Q9HUK4|Q9HUK4_PSEAE,Q9HUK4,PA4961,1,1,31.64,0.23843179,0.055567502,1.954923101,0.202773327,1.954923101,1.0,CL,LB,57017,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4961 PE=4 SV=1,Q9HUK4,39372.74463,20817.34103,20301.32536,24806.16764,68535.3655,38388.0473,0,11482.14618,21266.29024
tr|Q9HV49|Q9HV49_PSEAE,Q9HV49,folP,5,5,236.17,0.000336244,0.000270912,2.44,0.999796606,2.44,1.3,CL,LB,30642,Dihydropteroate synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=folP PE=3 SV=1,Q9HV49,3905898.846,4557145.098,3276611.005,5349147.912,4838507.266,1372367.23,1699816.487,1757174.552,2358346.339
tr|Q9HTX2|Q9HTX2_PSEAE,Q9HTX2,PA5218,1,1,29.48,0.0024981,0.001269911,1.93367959,0.975593786,1.93367959,1.0,CL,LB,32940,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5218 PE=4 SV=1,Q9HTX2,439753.3637,442054.5247,349798.2462,710426.7377,526846.7399,256356.7245,272976.0464,228071.3797,264018.2712
